feature,coef,abs_coef
repo_is_fork,0.1859467322973641,0.1859467322973641
has_env_file,0.1232209660447369,0.1232209660447369
readme_has_install_run_commands,0.0738361851376754,0.0738361851376754
has_readme_file,0.0564606861463868,0.0564606861463868
security_trust_keyword_count,0.0543637737541082,0.0543637737541082
user_repo_creation_gap_days,0.0480263989526393,0.0480263989526393
has_email,0.0479719039310143,0.0479719039310143
readme_has_sensitive_request_keywords,0.0459521786126031,0.0459521786126031
readme_has_airdrop_claim_keywords,0.0456012052667531,0.0456012052667531
subscribers_count,0.0429945458449557,0.0429945458449557
