feature,feature_value,coefficient,contribution,abs_contribution
has_env_file,1.7040581703186035,0.12322096604473697,0.20997569394308524,0.20997569394308524
wallet_frontend_risk_combo_flag,3.098968267440796,0.04045609489596293,0.12537215430716267,0.12537215430716267
security_trust_keyword_count,2.021444797515869,0.05436377375410823,0.10989336762857184,0.10989336762857184
readme_has_sensitive_request_keywords,2.012834310531616,0.04595217861260315,0.09249412175512474,0.09249412175512474
description_has_blockchain_keyword,0.5212916731834412,-0.1605477618719161,-0.08369221141206783,0.08369221141206783
topic_has_blockchain_keyword,-1.0443114042282104,-0.07593483158343516,0.07929961060072983,0.07929961060072983
repo_age_days,-1.0416595935821533,-0.07324731572274597,0.07629876912673923,0.07629876912673923
has_email,1.4595613479614258,0.04797190393101433,0.0700179367658273,0.0700179367658273
readme_has_install_run_commands,-0.8153408765792847,0.0738361851376754,-0.060201659913422606,0.060201659913422606
user_login_entropy,1.4077866077423096,0.04273825387150422,0.060166341438594555,0.060166341438594555
repo_name_has_blockchain_keyword,0.882773756980896,-0.06735074625959589,-0.059455471311050494,0.059455471311050494
topics_count,-0.8286152482032776,-0.06479797365752603,0.05369258902530037,0.05369258902530037
very_short_activity_window_flag,1.4667214155197144,0.03352048225285319,0.04916520917880829,0.04916520917880829
repo_is_fork,-0.2307462990283966,0.18594673229736416,-0.0429065202940408,0.0429065202940408
has_license_file,0.9974544048309326,0.04253536713659838,0.04242708931150095,0.04242708931150095
user_login_length,1.2906620502471924,0.031842294333308346,0.04109764088880231,0.04109764088880231
days_since_last_push,-0.7454223036766052,-0.047570643065005296,0.03546021834089377,0.03546021834089377
primary_language_is_python,2.334376811981201,-0.014011290909275784,-0.032707632604536394,0.032707632604536394
user_repo_creation_gap_days,-0.6554970741271973,0.04802639895263931,-0.03148116399432056,0.03148116399432056
has_ci_workflows,-0.5087470412254333,-0.057662858673070874,0.029335808738525124,0.029335808738525124
